"","year","Cropland Fraction","source","ISO3_code","Country"
"56605",2013,"0.78899","LuandTian","CUB","Cuba"
"56606",2013,"1.912993","LuandTian","CIV","Côte d’Ivoire"
"56608",2013,"1.059284","LuandTian","DNK","Denmark"
"56609",2013,"1.26343","LuandTian","DOM","Dominican Republic"
"56610",2013,"1.023745","LuandTian","ECU","Ecuador"
"56611",2013,"0.785258","LuandTian","EGY","Egypt"
"56612",2013,"0.608654","LuandTian","SLV","El Salvador"
"56614",2013,"0.64","LuandTian","FIN","Finland"
"56615",2013,"0.788079","LuandTian","FRA","France"
"56618",2013,"0.80986","LuandTian","DEU","Germany"
"56620",2013,"0.979113","LuandTian","GRC","Greece"
"56621",2013,"1.030023","LuandTian","GTM","Guatemala"
"56626",2013,"0.958367","LuandTian","HUN","Hungary"
"56627",2013,"0.908951","LuandTian","IND","India"
"56628",2013,"0.936596","LuandTian","IDN","Indonesia"
"56629",2013,"1.324236","LuandTian","IRN","Iran"
"56630",2013,"0.938166","LuandTian","ISR","Israel"
"56631",2013,"0.92967","LuandTian","ITA","Italy"
"56632",2013,"0.792153","LuandTian","JPN","Japan"
"56633",2013,"0.443245","LuandTian","JOR","Jordan"
"56634",2013,"1.192715","LuandTian","KEN","Kenya"
"56636",2013,"1.307209","LuandTian","LBN","Lebanon"
"56641",2013,"2.082352","LuandTian","MYS","Malaysia"
"56644",2013,"0.689592","LuandTian","MEX","Mexico"
"56646",2013,"0.847345","LuandTian","MAR","Morocco"
"56649",2013,"0.586943","LuandTian","NPL","Nepal"
"56650",2013,"0.337876","LuandTian","NLD","Netherlands"
"56651",2013,"1.201675","LuandTian","NZL","New Zealand"
"56652",2013,"0.873543","LuandTian","NIC","Nicaragua"
"56654",2013,"1.540096","LuandTian","NGA","Nigeria"
"56655",2013,"0.98124","LuandTian","NOR","Norway"
"56656",2013,"0.898934","LuandTian","PAK","Pakistan"
"56660",2013,"0.999974","LuandTian","PER","Peru"
"56661",2013,"1.078518","LuandTian","PHL","Philippines"
"56662",2013,"0.885615","LuandTian","POL","Poland"
"56663",2013,"0.664028","LuandTian","PRT","Portugal"
"56664",2013,"1.133226","LuandTian","KOR","South Korea"
"56665",2013,"1.508065","LuandTian","ROU","Romania"
"56667",2013,"0.624575","LuandTian","SAU","Saudi Arabia"
"56668",2013,"1.780694","LuandTian","SEN","Senegal"
"56670",2013,"0.919","LuandTian","ZAF","South Africa"
"56671",2013,"1.065573","LuandTian","ESP","Spain"
"56672",2013,"1.408198","LuandTian","LKA","Sri Lanka"
"56673",2013,"1.739522","LuandTian","SDN","Sudan"
"56675",2013,"1.012095","LuandTian","SWE","Sweden"
"56676",2013,"0.697927","LuandTian","CHE","Switzerland"
"56678",2013,"0.78984","LuandTian","THA","Thailand"
"56680",2013,"1.176969","LuandTian","TUN","Tunisia"
"56681",2013,"0.952317","LuandTian","TUR","Turkey"
"56684",2013,"0.639396","LuandTian","GBR","United Kingdom"
"56685",2013,"0.739497","LuandTian","TZA","Tanzania"
"56686",2013,"0.881309","LuandTian","USA","United States"
"56687",2013,"0.577775","LuandTian","URY","Uruguay"
"56688",2013,"0.871801","LuandTian","VEN","Venezuela"
"56689",2013,"0.733389","LuandTian","VNM","Vietnam"
"56691",2013,"0.637499","LuandTian","ZMB","Zambia"
"56692",2013,"1.284946","LuandTian","ZWE","Zimbabwe"
"56693",2013,"1.23229","LuandTian","ETH","Ethiopia"
"56694",2013,"1.076586","LuandTian","RUS","Russia"
"56695",2013,"0.960933","LuandTian","ARG","Argentina"
"56696",2014,"0.485156","LuandTian","ALB","Albania"
"56697",2014,"0.814379","LuandTian","DZA","Algeria"
"56699",2014,"1.027343","LuandTian","AUS","Australia"
"56700",2014,"0.903591","LuandTian","AUT","Austria"
"56701",2014,"1.063341","LuandTian","BGD","Bangladesh"
"56706",2014,"0.789824","LuandTian","BRA","Brazil"
"56707",2014,"1.298084","LuandTian","BGR","Bulgaria"
"56710",2014,"0.80739","LuandTian","CMR","Cameroon"
"56711",2014,"0.918484","LuandTian","CAN","Canada"
"56714",2014,"0.552724","LuandTian","CHL","Chile"
"56715",2014,"1.005732","LuandTian","CHN","China"
"56716",2014,"0.713046","LuandTian","COL","Colombia"
"56719",2014,"1.085695","LuandTian","CRI","Costa Rica"
"56720",2014,"0.783426","LuandTian","CUB","Cuba"
"56721",2014,"1.108874","LuandTian","CIV","Côte d’Ivoire"
"56723",2014,"0.909961","LuandTian","DNK","Denmark"
"56724",2014,"1.303481","LuandTian","DOM","Dominican Republic"
"56725",2014,"1.05798","LuandTian","ECU","Ecuador"
"56726",2014,"0.78655","LuandTian","EGY","Egypt"
"56727",2014,"0.890528","LuandTian","SLV","El Salvador"
"56729",2014,"0.64","LuandTian","FIN","Finland"
"56730",2014,"0.7812","LuandTian","FRA","France"
"56733",2014,"0.810048","LuandTian","DEU","Germany"
"56735",2014,"1.030612","LuandTian","GRC","Greece"
"56736",2014,"1.118033","LuandTian","GTM","Guatemala"
"56741",2014,"1.048673","LuandTian","HUN","Hungary"
"56742",2014,"0.902843","LuandTian","IND","India"
"56743",2014,"0.949875","LuandTian","IDN","Indonesia"
"56744",2014,"1.206945","LuandTian","IRN","Iran"
"56745",2014,"0.948276","LuandTian","ISR","Israel"
"56746",2014,"0.920323","LuandTian","ITA","Italy"
"56747",2014,"0.618747","LuandTian","JPN","Japan"
"56748",2014,"0.59016","LuandTian","JOR","Jordan"
"56749",2014,"0.531609","LuandTian","KEN","Kenya"
"56751",2014,"1.157077","LuandTian","LBN","Lebanon"
"56756",2014,"1.812581","LuandTian","MYS","Malaysia"
"56759",2014,"1.496963","LuandTian","MEX","Mexico"
"56761",2014,"0.853504","LuandTian","MAR","Morocco"
"56764",2014,"0.809439","LuandTian","NPL","Nepal"
"56765",2014,"0.285769","LuandTian","NLD","Netherlands"
"56766",2014,"1.196252","LuandTian","NZL","New Zealand"
"56767",2014,"0.73368","LuandTian","NIC","Nicaragua"
"56769",2014,"0.971708","LuandTian","NGA","Nigeria"
"56770",2014,"0.944802","LuandTian","NOR","Norway"
"56771",2014,"0.967336","LuandTian","PAK","Pakistan"
"56775",2014,"1.032768","LuandTian","PER","Peru"
"56776",2014,"0.983866","LuandTian","PHL","Philippines"
"56777",2014,"0.830331","LuandTian","POL","Poland"
"56778",2014,"0.515111","LuandTian","PRT","Portugal"
"56779",2014,"1.135292","LuandTian","KOR","South Korea"
"56780",2014,"1.685941","LuandTian","ROU","Romania"
"56782",2014,"0.734862","LuandTian","SAU","Saudi Arabia"
"56783",2014,"1.491841","LuandTian","SEN","Senegal"
"56785",2014,"0.897343","LuandTian","ZAF","South Africa"
"56786",2014,"0.910983","LuandTian","ESP","Spain"
"56787",2014,"0.812819","LuandTian","LKA","Sri Lanka"
"56788",2014,"2.148846","LuandTian","SDN","Sudan"
"56790",2014,"0.995638","LuandTian","SWE","Sweden"
"56791",2014,"0.691868","LuandTian","CHE","Switzerland"
"56793",2014,"0.80146","LuandTian","THA","Thailand"
"56795",2014,"0.772254","LuandTian","TUN","Tunisia"
"56796",2014,"0.951975","LuandTian","TUR","Turkey"
"56799",2014,"0.638171","LuandTian","GBR","United Kingdom"
"56800",2014,"0.987978","LuandTian","TZA","Tanzania"
"56801",2014,"0.868676","LuandTian","USA","United States"
"56802",2014,"0.459366","LuandTian","URY","Uruguay"
"56803",2014,"0.930732","LuandTian","VEN","Venezuela"
"56804",2014,"0.940135","LuandTian","VNM","Vietnam"
"56806",2014,"0.877996","LuandTian","ZMB","Zambia"
"56807",2014,"1.288845","LuandTian","ZWE","Zimbabwe"
"56808",2014,"1.053496","LuandTian","ETH","Ethiopia"
"56809",2014,"1.026167","LuandTian","RUS","Russia"
"56810",2014,"1.024676","LuandTian","ARG","Argentina"
"75901",1961,"1","ZhangReorganized","ALB","Albania"
"75902",1961,"1","ZhangReorganized","DZA","Algeria"
"75903",1961,"1","ZhangReorganized","AGO","Angola"
"75904",1961,"1","ZhangReorganized","AUS","Australia"
"75905",1961,"1","ZhangReorganized","AUT","Austria"
"75906",1961,"1","ZhangReorganized","BGD","Bangladesh"
"75907",1961,"1","ZhangReorganized","BEN","Benin"
"75909",1961,"1","ZhangReorganized","BOL","Bolivia"
"75910",1961,"1","ZhangReorganized","BWA","Botswana"
"75911",1961,"1","ZhangReorganized","BRA","Brazil"
"75912",1961,"1","ZhangReorganized","BGR","Bulgaria"
"75915",1961,"1","ZhangReorganized","CMR","Cameroon"
"75916",1961,"1","ZhangReorganized","CAN","Canada"
"75917",1961,"1","ZhangReorganized","CAF","Central African Republic"
"75918",1961,"1","ZhangReorganized","TCD","Chad"
"75919",1961,"1","ZhangReorganized","CHL","Chile"
"75920",1961,"1","ZhangReorganized","CHN","China"
"75921",1961,"1","ZhangReorganized","COL","Colombia"
"75923",1961,"1","ZhangReorganized","COG","Congo - Brazzaville"
"75924",1961,"1","ZhangReorganized","CRI","Costa Rica"
"75925",1961,"1","ZhangReorganized","CUB","Cuba"
"75926",1961,"1","ZhangReorganized","CIV","Côte d’Ivoire"
"75927",1961,"1","ZhangReorganized","COD","Congo - Kinshasa"
"75928",1961,"1","ZhangReorganized","DNK","Denmark"
"75929",1961,"1","ZhangReorganized","DOM","Dominican Republic"
"75930",1961,"1","ZhangReorganized","ECU","Ecuador"
"75931",1961,"1","ZhangReorganized","EGY","Egypt"
"75932",1961,"1","ZhangReorganized","SLV","El Salvador"
"75933",1961,"1","ZhangReorganized","FJI","Fiji"
"75934",1961,"1","ZhangReorganized","FIN","Finland"
"75935",1961,"0.705034","ZhangReorganized","FRA","France"
"75938",1961,"1","ZhangReorganized","DEU","Germany"
"75939",1961,"1","ZhangReorganized","GHA","Ghana"
"75940",1961,"1","ZhangReorganized","GRC","Greece"
"75941",1961,"1","ZhangReorganized","GTM","Guatemala"
"75942",1961,"1","ZhangReorganized","GIN","Guinea"
"75944",1961,"1","ZhangReorganized","GUY","Guyana"
"75945",1961,"1","ZhangReorganized","HND","Honduras"
"75946",1961,"1","ZhangReorganized","HUN","Hungary"
"75947",1961,"1","ZhangReorganized","IND","India"
"75948",1961,"1","ZhangReorganized","IDN","Indonesia"
"75949",1961,"1","ZhangReorganized","IRN","Iran"
"75950",1961,"1","ZhangReorganized","ISR","Israel"
"75951",1961,"0.999954","ZhangReorganized","ITA","Italy"
"75952",1961,"1","ZhangReorganized","JPN","Japan"
"75953",1961,"1","ZhangReorganized","JOR","Jordan"
"75954",1961,"1","ZhangReorganized","KEN","Kenya"
"75956",1961,"1","ZhangReorganized","LBN","Lebanon"
"75957",1961,"1","ZhangReorganized","LSO","Lesotho"
"75958",1961,"1","ZhangReorganized","LBR","Liberia"
"75959",1961,"1","ZhangReorganized","MDG","Madagascar"
"75960",1961,"1","ZhangReorganized","MWI","Malawi"
"75961",1961,"1","ZhangReorganized","MYS","Malaysia"
"75962",1961,"0.469322","ZhangReorganized","MLI","Mali"
"75964",1961,"1","ZhangReorganized","MEX","Mexico"
"75966",1961,"1","ZhangReorganized","MAR","Morocco"
"75967",1961,"1","ZhangReorganized","MOZ","Mozambique"
"75969",1961,"1","ZhangReorganized","NPL","Nepal"
"75970",1961,"0.581416","ZhangReorganized","NLD","Netherlands"
"75972",1961,"1","ZhangReorganized","NIC","Nicaragua"
"75974",1961,"1","ZhangReorganized","NGA","Nigeria"
"75975",1961,"1","ZhangReorganized","NOR","Norway"
"75976",1961,"1","ZhangReorganized","PAK","Pakistan"
"75977",1961,"0.891763","ZhangReorganized","PAN","Panama"
"75978",1961,"1","ZhangReorganized","PNG","Papua New Guinea"
"75979",1961,"1","ZhangReorganized","PRY","Paraguay"
"75980",1961,"0.731847","ZhangReorganized","PER","Peru"
"75981",1961,"1","ZhangReorganized","PHL","Philippines"
"75982",1961,"1","ZhangReorganized","POL","Poland"
"75983",1961,"1","ZhangReorganized","PRT","Portugal"
"75984",1961,"1","ZhangReorganized","KOR","South Korea"
"75985",1961,"1","ZhangReorganized","ROU","Romania"
"75987",1961,"0.065351","ZhangReorganized","SAU","Saudi Arabia"
"75988",1961,"1","ZhangReorganized","SEN","Senegal"
"75990",1961,"1","ZhangReorganized","ZAF","South Africa"
"75991",1961,"1","ZhangReorganized","ESP","Spain"
"75992",1961,"1","ZhangReorganized","LKA","Sri Lanka"
"75993",1961,"1","ZhangReorganized","SDN","Sudan"
"75994",1961,"1","ZhangReorganized","SWZ","Eswatini"
"75995",1961,"1","ZhangReorganized","SWE","Sweden"
"75996",1961,"1","ZhangReorganized","CHE","Switzerland"
"75997",1961,"1","ZhangReorganized","SYR","Syria"
"75998",1961,"1","ZhangReorganized","THA","Thailand"
"76000",1961,"1","ZhangReorganized","TUN","Tunisia"
"76001",1961,"1","ZhangReorganized","TUR","Turkey"
"76002",1961,"1","ZhangReorganized","UGA","Uganda"
"76004",1961,"1","ZhangReorganized","GBR","United Kingdom"
"76005",1961,"1","ZhangReorganized","TZA","Tanzania"
"76006",1961,"0.730351","ZhangReorganized","USA","United States"
"76007",1961,"1","ZhangReorganized","URY","Uruguay"
"76008",1961,"1","ZhangReorganized","VEN","Venezuela"
"76009",1961,"1","ZhangReorganized","VNM","Vietnam"
"76011",1961,"1","ZhangReorganized","ZMB","Zambia"
"76012",1961,"1","ZhangReorganized","ZWE","Zimbabwe"
"76013",1961,"1.023729","ZhangReorganized","ETH","Ethiopia"
"76014",1961,"1.036886","ZhangReorganized","RUS","Russia"
"76015",1961,"1","ZhangReorganized","ARG","Argentina"
"76016",1962,"1","ZhangReorganized","ALB","Albania"
"76017",1962,"1","ZhangReorganized","DZA","Algeria"
"76018",1962,"1","ZhangReorganized","AGO","Angola"
"76019",1962,"0.998","ZhangReorganized","AUS","Australia"
"76020",1962,"0.996","ZhangReorganized","AUT","Austria"
"76021",1962,"1","ZhangReorganized","BGD","Bangladesh"
"76022",1962,"1","ZhangReorganized","BEN","Benin"
"76024",1962,"1","ZhangReorganized","BOL","Bolivia"
"76025",1962,"1","ZhangReorganized","BWA","Botswana"
"76026",1962,"1","ZhangReorganized","BRA","Brazil"
"76027",1962,"1","ZhangReorganized","BGR","Bulgaria"
"76030",1962,"1","ZhangReorganized","CMR","Cameroon"
"76031",1962,"1","ZhangReorganized","CAN","Canada"
"76032",1962,"1","ZhangReorganized","CAF","Central African Republic"
"76033",1962,"1","ZhangReorganized","TCD","Chad"
"76034",1962,"0.995","ZhangReorganized","CHL","Chile"
"76035",1962,"0.999","ZhangReorganized","CHN","China"
"76036",1962,"1","ZhangReorganized","COL","Colombia"
"76038",1962,"1","ZhangReorganized","COG","Congo - Brazzaville"
"76039",1962,"1","ZhangReorganized","CRI","Costa Rica"
"76040",1962,"1","ZhangReorganized","CUB","Cuba"
"76041",1962,"1","ZhangReorganized","CIV","Côte d’Ivoire"
"76042",1962,"1","ZhangReorganized","COD","Congo - Kinshasa"
"76043",1962,"0.99","ZhangReorganized","DNK","Denmark"
"76044",1962,"1","ZhangReorganized","DOM","Dominican Republic"
"76045",1962,"1","ZhangReorganized","ECU","Ecuador"
"76046",1962,"1","ZhangReorganized","EGY","Egypt"
"76047",1962,"1","ZhangReorganized","SLV","El Salvador"
"76048",1962,"1","ZhangReorganized","FJI","Fiji"
"76049",1962,"0.993","ZhangReorganized","FIN","Finland"
"76050",1962,"0.711953","ZhangReorganized","FRA","France"
"76053",1962,"0.989","ZhangReorganized","DEU","Germany"
"76054",1962,"1","ZhangReorganized","GHA","Ghana"
"76055",1962,"1","ZhangReorganized","GRC","Greece"
"76056",1962,"1","ZhangReorganized","GTM","Guatemala"
"76057",1962,"1","ZhangReorganized","GIN","Guinea"
"76059",1962,"1","ZhangReorganized","GUY","Guyana"
"76060",1962,"1","ZhangReorganized","HND","Honduras"
"76061",1962,"0.999","ZhangReorganized","HUN","Hungary"
"76062",1962,"0.998","ZhangReorganized","IND","India"
"76063",1962,"1","ZhangReorganized","IDN","Indonesia"
"76064",1962,"1","ZhangReorganized","IRN","Iran"
"76065",1962,"1","ZhangReorganized","ISR","Israel"
"76066",1962,"0.997982","ZhangReorganized","ITA","Italy"
"76067",1962,"0.997","ZhangReorganized","JPN","Japan"
"76068",1962,"1","ZhangReorganized","JOR","Jordan"
"76069",1962,"1","ZhangReorganized","KEN","Kenya"
"76071",1962,"1","ZhangReorganized","LBN","Lebanon"
"76072",1962,"1","ZhangReorganized","LSO","Lesotho"
"76073",1962,"1","ZhangReorganized","LBR","Liberia"
"76074",1962,"1","ZhangReorganized","MDG","Madagascar"
"76075",1962,"1","ZhangReorganized","MWI","Malawi"
"76076",1962,"1","ZhangReorganized","MYS","Malaysia"
"76077",1962,"0.485781","ZhangReorganized","MLI","Mali"
"76079",1962,"0.999","ZhangReorganized","MEX","Mexico"
"76081",1962,"1","ZhangReorganized","MAR","Morocco"
"76082",1962,"1","ZhangReorganized","MOZ","Mozambique"
"76084",1962,"1","ZhangReorganized","NPL","Nepal"
"76085",1962,"0.573835","ZhangReorganized","NLD","Netherlands"
"76087",1962,"1","ZhangReorganized","NIC","Nicaragua"
"76089",1962,"1","ZhangReorganized","NGA","Nigeria"
"76090",1962,"0.997","ZhangReorganized","NOR","Norway"
"76091",1962,"0.998","ZhangReorganized","PAK","Pakistan"
"76092",1962,"0.890765","ZhangReorganized","PAN","Panama"
"76093",1962,"1","ZhangReorganized","PNG","Papua New Guinea"
"76094",1962,"1","ZhangReorganized","PRY","Paraguay"
"76095",1962,"0.736875","ZhangReorganized","PER","Peru"
"76096",1962,"0.998","ZhangReorganized","PHL","Philippines"
"76097",1962,"0.993","ZhangReorganized","POL","Poland"
"76098",1962,"0.999","ZhangReorganized","PRT","Portugal"
"76099",1962,"0.997","ZhangReorganized","KOR","South Korea"
"76100",1962,"1","ZhangReorganized","ROU","Romania"
"76102",1962,"0.063618","ZhangReorganized","SAU","Saudi Arabia"
"76103",1962,"1","ZhangReorganized","SEN","Senegal"
"76105",1962,"1","ZhangReorganized","ZAF","South Africa"
"76106",1962,"1","ZhangReorganized","ESP","Spain"
"76107",1962,"1","ZhangReorganized","LKA","Sri Lanka"
"76108",1962,"1","ZhangReorganized","SDN","Sudan"
"76109",1962,"1","ZhangReorganized","SWZ","Eswatini"
"76110",1962,"0.999","ZhangReorganized","SWE","Sweden"
"76111",1962,"0.99","ZhangReorganized","CHE","Switzerland"
"76112",1962,"1","ZhangReorganized","SYR","Syria"
"76113",1962,"0.997","ZhangReorganized","THA","Thailand"
"76115",1962,"1","ZhangReorganized","TUN","Tunisia"
"76116",1962,"1","ZhangReorganized","TUR","Turkey"
"76117",1962,"1","ZhangReorganized","UGA","Uganda"
"76119",1962,"0.983","ZhangReorganized","GBR","United Kingdom"
"76120",1962,"1","ZhangReorganized","TZA","Tanzania"
"76121",1962,"0.721332","ZhangReorganized","USA","United States"
"76122",1962,"0.999","ZhangReorganized","URY","Uruguay"
"76123",1962,"0.999","ZhangReorganized","VEN","Venezuela"
"76124",1962,"1","ZhangReorganized","VNM","Vietnam"
"76126",1962,"1","ZhangReorganized","ZMB","Zambia"
"76127",1962,"1","ZhangReorganized","ZWE","Zimbabwe"
"76128",1962,"1.023729","ZhangReorganized","ETH","Ethiopia"
"76129",1962,"1.036886","ZhangReorganized","RUS","Russia"
"76130",1962,"1","ZhangReorganized","ARG","Argentina"
"76131",1963,"1","ZhangReorganized","ALB","Albania"
"76132",1963,"1","ZhangReorganized","DZA","Algeria"
"76133",1963,"1","ZhangReorganized","AGO","Angola"
"76134",1963,"0.997","ZhangReorganized","AUS","Australia"
"76135",1963,"0.991","ZhangReorganized","AUT","Austria"
"76136",1963,"1","ZhangReorganized","BGD","Bangladesh"
"76137",1963,"1","ZhangReorganized","BEN","Benin"
"76139",1963,"1","ZhangReorganized","BOL","Bolivia"
"76140",1963,"1","ZhangReorganized","BWA","Botswana"
"76141",1963,"1","ZhangReorganized","BRA","Brazil"
"76142",1963,"1","ZhangReorganized","BGR","Bulgaria"
"76145",1963,"1","ZhangReorganized","CMR","Cameroon"
"76146",1963,"1","ZhangReorganized","CAN","Canada"
"76147",1963,"1","ZhangReorganized","CAF","Central African Republic"
"76148",1963,"1","ZhangReorganized","TCD","Chad"
"76149",1963,"0.99","ZhangReorganized","CHL","Chile"
"76150",1963,"0.998","ZhangReorganized","CHN","China"
"76151",1963,"1","ZhangReorganized","COL","Colombia"
"76153",1963,"1","ZhangReorganized","COG","Congo - Brazzaville"
"76154",1963,"1","ZhangReorganized","CRI","Costa Rica"
"76155",1963,"1","ZhangReorganized","CUB","Cuba"
"76156",1963,"1","ZhangReorganized","CIV","Côte d’Ivoire"
"76157",1963,"1","ZhangReorganized","COD","Congo - Kinshasa"
"76158",1963,"0.98","ZhangReorganized","DNK","Denmark"
"76159",1963,"1","ZhangReorganized","DOM","Dominican Republic"
"76160",1963,"1","ZhangReorganized","ECU","Ecuador"
"76161",1963,"1","ZhangReorganized","EGY","Egypt"
"76162",1963,"1","ZhangReorganized","SLV","El Salvador"
"76163",1963,"1","ZhangReorganized","FJI","Fiji"
"76164",1963,"0.986","ZhangReorganized","FIN","Finland"
"76165",1963,"0.705183","ZhangReorganized","FRA","France"
"76168",1963,"0.979","ZhangReorganized","DEU","Germany"
"76169",1963,"1","ZhangReorganized","GHA","Ghana"
"76170",1963,"1","ZhangReorganized","GRC","Greece"
"76171",1963,"1","ZhangReorganized","GTM","Guatemala"
"76172",1963,"1","ZhangReorganized","GIN","Guinea"
"76174",1963,"1","ZhangReorganized","GUY","Guyana"
"76175",1963,"1","ZhangReorganized","HND","Honduras"
"76176",1963,"0.999","ZhangReorganized","HUN","Hungary"
"76177",1963,"0.996","ZhangReorganized","IND","India"
"76178",1963,"1","ZhangReorganized","IDN","Indonesia"
"76179",1963,"1","ZhangReorganized","IRN","Iran"
"76180",1963,"1","ZhangReorganized","ISR","Israel"
"76181",1963,"0.996","ZhangReorganized","ITA","Italy"
"76182",1963,"0.994","ZhangReorganized","JPN","Japan"
"76183",1963,"1","ZhangReorganized","JOR","Jordan"
"76184",1963,"1","ZhangReorganized","KEN","Kenya"
"76185",1963,"1","ZhangReorganized","LAO","Laos"
"76186",1963,"1","ZhangReorganized","LBN","Lebanon"
"76187",1963,"1","ZhangReorganized","LSO","Lesotho"
"76188",1963,"1","ZhangReorganized","LBR","Liberia"
"76189",1963,"1","ZhangReorganized","MDG","Madagascar"
"76190",1963,"1","ZhangReorganized","MWI","Malawi"
"76191",1963,"1","ZhangReorganized","MYS","Malaysia"
"76192",1963,"0.470571","ZhangReorganized","MLI","Mali"
"76194",1963,"0.999","ZhangReorganized","MEX","Mexico"
"76196",1963,"1","ZhangReorganized","MAR","Morocco"
"76197",1963,"1","ZhangReorganized","MOZ","Mozambique"
"76199",1963,"1","ZhangReorganized","NPL","Nepal"
"76200",1963,"0.566531","ZhangReorganized","NLD","Netherlands"
"76202",1963,"1","ZhangReorganized","NIC","Nicaragua"
"76204",1963,"1","ZhangReorganized","NGA","Nigeria"
"76205",1963,"0.993","ZhangReorganized","NOR","Norway"
"76206",1963,"0.996","ZhangReorganized","PAK","Pakistan"
"76207",1963,"0.896456","ZhangReorganized","PAN","Panama"
"76208",1963,"1","ZhangReorganized","PNG","Papua New Guinea"
"76209",1963,"1","ZhangReorganized","PRY","Paraguay"
"76210",1963,"0.735451","ZhangReorganized","PER","Peru"
"76211",1963,"0.997","ZhangReorganized","PHL","Philippines"
"76212",1963,"0.987","ZhangReorganized","POL","Poland"
"76213",1963,"0.999","ZhangReorganized","PRT","Portugal"
"76214",1963,"0.994","ZhangReorganized","KOR","South Korea"
"76215",1963,"1","ZhangReorganized","ROU","Romania"
"76217",1963,"0.066693","ZhangReorganized","SAU","Saudi Arabia"
"76218",1963,"1","ZhangReorganized","SEN","Senegal"
"76220",1963,"0.999","ZhangReorganized","ZAF","South Africa"
"76221",1963,"0.999","ZhangReorganized","ESP","Spain"
"76222",1963,"1","ZhangReorganized","LKA","Sri Lanka"
"76223",1963,"1","ZhangReorganized","SDN","Sudan"
"76224",1963,"1","ZhangReorganized","SWZ","Eswatini"
"76225",1963,"0.998","ZhangReorganized","SWE","Sweden"
"76226",1963,"0.979","ZhangReorganized","CHE","Switzerland"
"76227",1963,"1","ZhangReorganized","SYR","Syria"
"76228",1963,"0.995","ZhangReorganized","THA","Thailand"
"76230",1963,"1","ZhangReorganized","TUN","Tunisia"
"76231",1963,"0.999","ZhangReorganized","TUR","Turkey"
"76232",1963,"1","ZhangReorganized","UGA","Uganda"
"76234",1963,"0.967","ZhangReorganized","GBR","United Kingdom"
"76235",1963,"1","ZhangReorganized","TZA","Tanzania"
"76236",1963,"0.73115","ZhangReorganized","USA","United States"
"76237",1963,"0.998","ZhangReorganized","URY","Uruguay"
"76238",1963,"0.998","ZhangReorganized","VEN","Venezuela"
"76239",1963,"1","ZhangReorganized","VNM","Vietnam"
"76241",1963,"1","ZhangReorganized","ZMB","Zambia"
"76242",1963,"0.999","ZhangReorganized","ZWE","Zimbabwe"
"76243",1963,"1.023729","ZhangReorganized","ETH","Ethiopia"
"76244",1963,"1.036886","ZhangReorganized","RUS","Russia"
"76245",1963,"1","ZhangReorganized","ARG","Argentina"
"76246",1964,"1","ZhangReorganized","ALB","Albania"
"76247",1964,"1","ZhangReorganized","DZA","Algeria"
"76248",1964,"1","ZhangReorganized","AGO","Angola"
"76249",1964,"0.995","ZhangReorganized","AUS","Australia"
"76250",1964,"0.987","ZhangReorganized","AUT","Austria"
"76251",1964,"1","ZhangReorganized","BGD","Bangladesh"
"76252",1964,"1","ZhangReorganized","BEN","Benin"
"76254",1964,"1","ZhangReorganized","BOL","Bolivia"
"76255",1964,"1","ZhangReorganized","BWA","Botswana"
"76256",1964,"1","ZhangReorganized","BRA","Brazil"
"76257",1964,"1","ZhangReorganized","BGR","Bulgaria"
"76260",1964,"1","ZhangReorganized","CMR","Cameroon"
"76261",1964,"1","ZhangReorganized","CAN","Canada"
"76262",1964,"1","ZhangReorganized","CAF","Central African Republic"
"76263",1964,"1","ZhangReorganized","TCD","Chad"
"76264",1964,"0.985","ZhangReorganized","CHL","Chile"
"76265",1964,"0.997","ZhangReorganized","CHN","China"
"76266",1964,"1","ZhangReorganized","COL","Colombia"
"76268",1964,"1","ZhangReorganized","COG","Congo - Brazzaville"
"76269",1964,"1","ZhangReorganized","CRI","Costa Rica"
"76270",1964,"1","ZhangReorganized","CUB","Cuba"
"76271",1964,"1","ZhangReorganized","CIV","Côte d’Ivoire"
"76272",1964,"1","ZhangReorganized","COD","Congo - Kinshasa"
"76273",1964,"0.97","ZhangReorganized","DNK","Denmark"
"76274",1964,"1","ZhangReorganized","DOM","Dominican Republic"
"76275",1964,"1","ZhangReorganized","ECU","Ecuador"
"76276",1964,"1","ZhangReorganized","EGY","Egypt"
"76277",1964,"1","ZhangReorganized","SLV","El Salvador"
"76278",1964,"1","ZhangReorganized","FJI","Fiji"
"76279",1964,"0.978","ZhangReorganized","FIN","Finland"
"76280",1964,"0.70691","ZhangReorganized","FRA","France"
"76282",1964,"1","ZhangReorganized","GMB","Gambia"
"76283",1964,"0.968","ZhangReorganized","DEU","Germany"
"76284",1964,"1","ZhangReorganized","GHA","Ghana"
"76285",1964,"1","ZhangReorganized","GRC","Greece"
"76286",1964,"1","ZhangReorganized","GTM","Guatemala"
"76287",1964,"1","ZhangReorganized","GIN","Guinea"
"76289",1964,"1","ZhangReorganized","GUY","Guyana"
"76290",1964,"1","ZhangReorganized","HND","Honduras"
"76291",1964,"0.998","ZhangReorganized","HUN","Hungary"
"76292",1964,"0.994","ZhangReorganized","IND","India"
"76293",1964,"1","ZhangReorganized","IDN","Indonesia"
"76294",1964,"1","ZhangReorganized","IRN","Iran"
"76295",1964,"1","ZhangReorganized","ISR","Israel"
"76296",1964,"0.995","ZhangReorganized","ITA","Italy"
